LEA,LEADescription,OverallAttendanceRate,HispanicAttendanceRate,AfricanAmericanAttendanceRate,CaucasianAttendanceRate,EconDisadAttendanceRate,SPEDAttendanceRate,LEPAttendanceRate,TAGGAttendanceRate,OverallGraduationRate,HispanicGraduationRate,AfricanAmericanGraduationRate,CaucasianGraduationRate,EconDisadGraduationRate,SPEDGraduationRate,LEPGraduationRate,TAGGGraduationRate,DropoutRate,GradeInflationRateEOC,GradeInflationRateACT,CollegeRemediationRate,DistrictProvidesTextbooks,Oct1Enrollment,Accredited,AccreditedCited,AccreditedProbationary,NeedsImprovement,NeedsImprovementPriority,NeedsImprovementPriorityMetYear1ExitCriteria,NeedsImprovementFocus,NeedsImprovementFocusMetYear1ExitCriteria,Achieving,Exemplary,Rating,OverallPoints,A_Rating_Count,B_Rating_Count,C_Rating_Count,D_Rating_Count,F_Rating_Count
3302005,Melbourne Elementary School,96.21,94.87,98.25,96.44,96.12,95.26,0,95.87,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,347,N,Y,N,Y,N,N,N,N,N,N,C,215,0,0,1,0,0
3302006,Melbourne High School,96.01,95.07,98.05,95.95,96.02,95,0,95.51,88.73,RV,RV,89.55,87.88,RV,RV,88.57,0.54,,45.20,57.78,Y,370,N,Y,N,Y,N,N,N,N,N,N,B,242,0,1,0,0,0
3302010,Mount Pleasant Elem. School,96.34,100,98.25,96.57,95.26,96.77,0,95.72,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,134,Y,N,N,N,N,N,N,N,Y,N,B,253,0,1,0,0,0
3306014,Izard Co. Cons. Elem. School,93.9,95.28,93.57,93.74,94,92.52,0,93.79,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,187,Y,N,N,Y,N,N,N,N,N,N,C,223,0,0,1,0,0
3306015,Izard Co. Cons. High School,92.43,93.6,94.81,92.13,93.31,92.61,0,93.43,96.77,RV,RV,96.67,95.00,RV,RV,95.24,0,,16.70,41.18,Y,140,Y,N,N,Y,N,N,N,N,N,N,B,245,0,1,0,0,0
3306016,Izard County Cons Middle Sch,93.87,91.97,95.59,93.85,93.66,93.41,0,93.71,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,155,Y,N,N,Y,N,N,N,N,N,N,D,199,0,0,0,1,0
3403012,Newport Junior High School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3403013,Newport High School,92.36,88.49,94.21,91.86,91.31,93.52,89.22,91.64,83.49,RV,81.63,87.04,82.35,RV,RV,81.69,3.75,,47.10,64.62,Y,560,N,Y,N,Y,N,N,N,N,N,N,C,238,0,0,1,0,0
3403014,Newport Elementary School,95.07,95.16,96.03,94.11,95.18,94.78,96.44,94.93,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,706,Y,N,N,Y,N,N,N,N,N,N,C,222,0,0,1,0,0
3405019,Swifton Middle School,97.89,99.43,98.15,97.8,97.93,98.12,0,97.97,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,190,N,Y,N,Y,N,N,N,N,N,N,B,251,0,1,0,0,0
3405024,Tuckerman Elementary School,94.29,92.43,95.2,94.05,94.45,94.27,97.94,94.57,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,332,N,Y,N,Y,N,N,N,N,N,N,B,241,0,1,0,0,0
3405025,Tuckerman High School,93.05,95.93,95.36,92.91,93.17,92.13,94.02,92.79,85.45,RV,RV,84.62,84.21,RV,RV,82.93,1.22,,41.70,55.56,Y,329,N,Y,N,Y,N,N,N,N,N,N,B,254,0,1,0,0,0
3502005,Altheimer-Martin Elementary,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3502006,Matthews Elementary School,96.41,98.55,96.76,94.37,96.3,96.17,0,96.4,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,220,Y,N,N,Y,N,N,N,N,N,N,F,162,0,0,0,0,1
3502009,Robert F Morehead Middle Schoo,88,94.98,87.32,85.9,93.21,84.08,0,90.74,RV,RV,RV,RV,RV,RV,RV,RV,1.02,,,,Y,275,Y,N,N,N,Y,N,N,N,N,N,F,179,0,0,0,0,1
3502010,Dollarway High School,91.81,93.25,93.72,86.59,90.6,93.37,0,90.72,80.00,RV,81.58,RV,81.42,83.33,RV,80.70,9.22,,79.20,93.41,Y,423,Y,N,N,N,Y,N,N,N,N,N,C,213,0,0,1,0,0
3502011,Townsend Park Elementary Schoo,92.57,87.43,93.53,90.68,92.51,95.04,0,92.35,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,379,Y,N,N,Y,N,N,N,N,N,N,F,162,0,0,0,0,1
3505025,Belair Middle School,92.32,96.45,93.43,87,92.89,91.02,98.45,92.55,RV,RV,RV,RV,RV,RV,RV,RV,0.64,,,,Y,308,Y,N,N,N,Y,N,N,N,N,N,D,202,0,0,0,1,0
3505026,Broadmoor Elementary School,95.39,94.8,95.45,93.47,95.62,95.92,96.8,95.62,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,383,Y,N,N,N,N,N,Y,Y,N,N,C,211,0,0,1,0,0
3505030,Greenville Elementary School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3505034,Oak Park Elementary School,95.2,93.06,95.35,91.22,96.08,95.44,97.65,95.72,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,338,Y,N,N,N,Y,N,N,N,N,N,F,179,0,0,0,0,1
3505036,Thirty-Fourth Ave. Elem. Sch.,95.66,96.28,95.76,93.63,96.46,93.9,0,95.68,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,479,Y,N,N,Y,N,N,N,N,N,N,D,187,0,0,0,1,0
3505037,Southwood Elementary School,94.43,95.28,94.87,72.97,95.32,93.82,97.04,95.03,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,392,N,Y,N,N,N,N,Y,N,N,N,D,193,0,0,0,1,0
3505041,Southeast Middle School,95.34,94.28,95.39,98.49,96.37,94.2,90.22,95.36,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,387,Y,N,N,N,N,N,Y,Y,N,N,C,219,0,0,1,0,0
3505042,Pine Bluff High School,90.04,88.02,90.3,88.84,91.26,85.35,94.55,89.08,71.22,RV,71.25,RV,70.12,71.05,RV,70.43,8.53,,61.40,86.58,Y,926,Y,N,N,N,Y,N,N,N,N,N,C,218,0,0,1,0,0
3505044,Jack Robey Jr. High School,92.89,94.25,93.06,88.01,94.79,91.26,100,93.77,RV,RV,RV,RV,RV,RV,RV,RV,1.54,,,,Y,650,Y,N,N,N,Y,N,N,N,N,N,C,212,0,0,1,0,0
3505046,W. T. Cheney Elementary School,94.84,95.41,94.77,95.26,96.27,94.15,92.77,95.42,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,377,Y,N,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
3505047,Forrest Park/Greenville Preschool,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3509063,Edgewood Elementary School,92.43,90.54,93.9,91.63,94.72,93.3,95.78,94.23,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,434,Y,N,N,Y,N,N,N,N,N,N,D,198,0,0,0,1,0
3509064,L. L. Owen Elementary School,95.49,87.83,96.04,95.66,96.16,94.82,87.85,95.43,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,418,Y,N,N,Y,N,N,N,N,N,N,D,198,0,0,0,1,0
3509066,Coleman Elementary School,94.48,94.71,94.94,93.83,95.43,93.05,91.08,94.72,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,553,Y,N,N,Y,N,N,N,N,N,N,D,191,0,0,0,1,0
3509067,Watson Chapel High School,92.61,91.52,94.29,90.52,93.38,91.35,93.51,92.87,87.80,RV,89.94,82.81,90.65,81.82,RV,90.14,3.34,,52.80,74.84,Y,660,N,Y,N,N,Y,N,N,N,N,N,C,233,0,0,1,0,0
3509068,Watson Chapel Jr. High School,94.73,94.55,96.16,92.42,95.22,93.57,92.61,94.7,RV,RV,RV,RV,RV,RV,RV,RV,1.26,,,,Y,714,Y,N,N,Y,N,N,N,N,N,N,D,200,0,0,0,1,0
3510076,White Hall High School,93.02,93.82,94.13,90.92,92.5,90.1,90.97,91.8,94.09,RV,97.50,93.96,85.37,90.48,RV,86.36,3,,30.90,54.17,Y,967,Y,N,N,Y,N,N,N,N,N,N,C,222,0,0,1,0,0
3510077,Redfield Middle School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3510078,Hardin Elementary School,94.61,95.41,94.38,94.49,95.19,94.82,98.09,95.08,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,234,Y,N,N,N,N,N,N,N,Y,N,B,253,0,1,0,0,0
3510079,Moody Elementary School,93.9,93.19,95.87,93.11,93.6,92.87,95.55,93.42,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,363,Y,N,N,Y,N,N,N,N,N,N,B,243,0,1,0,0,0
3510080,Taylor Elementary School,94.21,94.35,95.95,93.48,94.96,94.05,91.36,93.98,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,373,Y,N,N,Y,N,N,N,N,N,N,C,228,0,0,1,0,0
3510081,White Hall Middle School,95.12,96.16,95.8,94.04,94.1,94.12,93.27,94.26,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,654,Y,N,N,Y,N,N,N,N,N,N,C,234,0,0,1,0,0
3510084,Gandy Elementary School,94.78,96.88,95.1,94.36,94.65,93.79,94.51,94.55,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,353,Y,N,N,Y,N,N,N,N,N,N,C,221,0,0,1,0,0
3541701,Pine Bluff Lighthouse Academy ,98.45,98.74,98.49,99.66,98.73,98.57,98.2,98.69,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,223,Y,N,N,N,Y,N,N,N,N,N,F,179,0,0,0,0,1
3541702,Pb Lighthouse Upper Academy   ,98.32,0,98.28,0,98.17,97.39,0,98.27,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,70,Y,N,N,Y,N,N,N,N,N,N,D,190,0,0,0,1,0
3542702,Quest Middle School OF Pine Bluff,89.14,0,89.14,0,89.97,92.13,0,90,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,57,Y,N,N,Y,N,N,N,N,N,N,F,159,0,0,0,0,1
3601001,Pyron Elementary School,95.09,96.06,95.56,94.5,94.57,94.08,95.69,94.88,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,599,N,Y,N,Y,N,N,N,N,N,N,C,225,0,0,1,0,0
3601002,Kraus Middle School,94.5,94.14,93.93,94.86,94.49,93.99,94.11,94.21,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,434,Y,N,N,Y,N,N,N,N,N,N,C,217,0,0,1,0,0
3601003,Clarksville Primary School,93.58,94.41,91.61,93.36,94.58,91.03,95.17,93.99,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,474,Y,N,N,Y,N,N,N,N,N,N,C,226,0,0,1,0,0
3601004,Clarksville Junior High School,95.31,95.49,94.66,94.65,95.29,94.69,96.27,95.51,RV,RV,RV,RV,RV,RV,RV,RV,1.11,,,,Y,633,Y,N,N,Y,N,N,N,N,N,N,D,201,0,0,0,1,0
3601005,Clarksville High School,94.23,95.96,93.12,92.98,95.8,95.09,95.9,95.2,85.64,90.57,RV,84.48,86.84,76.92,RV,86.96,4.95,,33.70,50.00,Y,545,N,Y,N,Y,N,N,N,N,N,N,C,223,0,0,1,0,0
3604018,Lamar Elementary School,93.67,94.77,92.89,93.58,93.56,93.27,93.89,93.46,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,421,Y,N,N,Y,N,N,N,N,N,N,C,216,0,0,1,0,0
3604019,Lamar High School,93.24,94.56,96.87,92.89,94.05,91.76,95,93.34,92.22,RV,RV,92.59,94.00,RV,RV,94.12,4.1,,40.00,62.50,Y,464,Y,N,N,Y,N,N,N,N,N,N,C,225,0,0,1,0,0
3604020,Lamar Middle School,95.92,95.71,97.23,95.79,96.54,96.86,96.29,96.56,RV,RV,RV,RV,RV,RV,RV,RV,2.15,,,,Y,366,Y,N,N,Y,N,N,N,N,N,N,C,220,0,0,1,0,0
3606025,Westside Elementary School,92.39,93.63,0,91.94,93.81,91.67,92.68,93.38,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,359,N,Y,N,Y,N,N,N,N,N,N,F,178,0,0,0,0,1
3606026,Westside High School,92.52,90.92,0,92.19,93.18,91.61,97.94,93.17,84.21,RV,RV,83.33,85.71,RV,RV,85.71,3.73,,42.90,53.33,Y,295,Y,N,N,Y,N,N,N,N,N,N,C,236,0,0,1,0,0
3701001,Bradley Elementary School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3701002,Bradley High School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3704007,Lafayette County Elementary,93.67,93.59,94.38,92.7,94.17,92.09,0,93.49,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,346,Y,N,N,Y,N,N,N,N,N,N,C,236,0,0,1,0,0
3704013,Lafayette County High School,94.88,91.67,96.16,93.67,96.59,93.99,0,95.99,76.79,RV,71.43,88.89,79.07,RV,RV,80.00,3.64,,70.00,84.62,Y,302,N,Y,N,Y,N,N,N,N,N,N,C,212,0,0,1,0,0
3804009,Hoxie Elementary School,94.32,95.15,95.99,94.31,94.41,93.57,0,94.35,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,440,N,Y,N,Y,N,N,N,N,N,N,C,220,0,0,1,0,0
3804010,Hoxie High School,92.28,88.69,99.43,92.51,92.86,91.25,0,92.28,90.67,RV,RV,91.55,87.50,RV,RV,87.76,1.65,,38.50,61.22,Y,423,N,N,Y,Y,N,N,N,N,N,N,C,236,0,0,1,0,0
3806018,Sloan-Hendrix Elem. School,94.91,96.41,93.9,94.9,94.27,95.09,0,94.54,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,263,Y,N,N,Y,N,N,N,N,N,N,D,207,0,0,0,1,0
3806019,Sloan-Hendrix High School,93.76,92.15,95.06,93.83,94.9,93.15,0,94.42,88.24,RV,RV,88.00,87.10,RV,RV,87.50,1.36,,56.30,68.75,Y,295,Y,N,N,Y,N,N,N,N,N,N,C,224,0,0,1,0,0
3806020,Sloan-Hendrix Middle School,95.38,93.61,87.06,95.67,95.08,95.38,0,95.35,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,148,Y,N,N,Y,N,N,N,N,N,N,D,207,0,0,0,1,0
3809014,Hillcrest Elementary School,95.68,95.99,0,95.7,96.05,94.79,0,95.79,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,208,Y,N,N,Y,N,N,N,N,N,N,C,229,0,0,1,0,0
3809023,Hillcrest High School,93.72,95.55,0,93.62,93.6,93.15,0,94.04,90.70,RV,RV,90.48,87.50,RV,RV,88.46,1.87,,60.00,68.42,Y,214,Y,N,N,Y,N,N,N,N,N,N,C,231,0,0,1,0,0
3810001,Black Rock Elementary School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3810002,Black Rock High School,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
3810026,Walnut Ridge Elementary School,94.18,94.83,97.63,94.18,94.14,93.91,92.95,93.93,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,493,N,Y,N,Y,N,N,N,N,N,N,C,214,0,0,1,0,0
3810027,Walnut Ridge High School,93.76,94.2,98,93.79,94.02,93.67,0,93.76,85.71,RV,RV,86.96,86.49,RV,RV,86.84,0.93,,34.60,55.77,Y,429,Y,N,N,Y,N,N,N,N,N,N,B,247,0,1,0,0,0
3840701,Imboden Area Charter School   ,90.5,98.87,0,90.42,87.59,91.39,0,88.82,RV,RV,RV,RV,RV,RV,RV,RV,8.33,,,,Y,64,Y,N,N,Y,N,N,N,N,N,N,D,197,0,0,0,1,0
3904005,Whitten Elementary School,96,98.42,96.08,95.04,97.52,95.91,0,96.92,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,216,Y,N,N,N,Y,N,N,N,N,N,D,189,0,0,0,1,0
3904010,Anna Strong Intermediate Schoo,96.12,98.32,96.23,95.02,96.15,95.36,0,96.02,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,219,Y,N,N,N,Y,N,N,N,N,N,D,189,0,0,0,1,0
3904011,Lee High School,92.9,94.13,93.32,90.75,93.48,94.48,96.8,93.44,83.33,RV,84.21,RV,83.05,71.43,RV,83.05,9.97,,,82.22,Y,392,Y,N,N,N,Y,N,N,N,N,N,C,230,0,0,1,0,0
4003014,Brown Elementary School,93.49,94.73,95.5,92.75,93.97,93.49,96.88,93.85,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,703,N,Y,N,Y,N,N,N,N,N,N,D,199,0,0,0,1,0
4003015,Star City Middle School,93.59,97.05,95.25,92.86,93.63,93.21,97.35,93.48,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,379,N,Y,N,Y,N,N,N,N,N,N,D,198,0,0,0,1,0
4003016,Star City High School,94.92,90.75,96.29,94.76,95.32,94.15,97.14,95.32,93.97,RV,93.10,94.05,94.12,RV,RV,94.20,0.82,,30.20,60.00,Y,488,Y,N,N,Y,N,N,N,N,N,N,C,230,0,0,1,0,0
4101001,L.F. Henderson Interm. Sch.,100,100,100,100,100,100,100,100,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,217,Y,N,N,N,N,N,Y,N,N,N,C,219,0,0,1,0,0
4101002,C. D. Franks Elementary School,93.31,93.97,94.68,92.94,93.67,92.4,96.15,93.26,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,217,Y,N,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
4101003,Ashdown Junior High School,98.7,99.07,98.98,98.48,98.6,98.63,100,98.65,RV,RV,RV,RV,RV,RV,RV,RV,2.25,,,,Y,329,Y,N,N,N,N,N,Y,N,N,N,D,201,0,0,0,1,0
4101004,Ashdown High School,93.46,88.79,95.55,92.91,94.08,94.35,97.3,94.31,86.79,RV,89.19,86.89,89.80,RV,RV,90.57,4.66,,50.90,64.20,Y,451,N,Y,N,N,N,N,Y,N,N,N,C,229,0,0,1,0,0
4101005,Margaret Daniels Primary,100,100,100,100,100,100,100,100,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,232,Y,N,N,Y,N,N,N,N,N,N,C,215,0,0,1,0,0
4102008,Oscar Hamilton Elementary Sch,92.93,92.93,96.88,92.74,91.41,93.32,96.51,91.9,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,250,N,Y,N,Y,N,N,N,N,N,N,C,214,0,0,1,0,0
4102010,Foreman High School,93.81,95.34,94.69,93.42,93.47,94.79,0,93.87,93.33,RV,RV,94.29,92.59,90.91,RV,93.55,3.97,,43.80,72.41,Y,252,N,Y,N,N,N,N,Y,N,N,N,B,251,0,1,0,0,0
4201001,Booneville Elementary School,92.27,92.06,94.43,92.11,93.38,91.12,93.84,92.68,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,669,N,Y,N,Y,N,N,N,N,N,N,D,192,0,0,0,1,0
4201002,Booneville High School,95.38,95.62,0,95.31,95.55,96.52,98.75,95.81,96.15,RV,RV,96.84,95.65,83.33,RV,95.71,2.01,,32.40,44.83,Y,298,Y,N,N,Y,N,N,N,N,N,N,C,217,0,0,1,0,0
4201003,Booneville Jr High School,97.08,97.95,96.38,96.98,97.1,96.77,100,96.96,RV,RV,RV,RV,RV,RV,RV,RV,0.99,,,,Y,304,Y,N,N,N,N,N,N,N,Y,N,C,222,0,0,1,0,0
4202007,Magazine Elementary School,94.47,95.94,0,94.26,95.06,93.35,97.19,94.57,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,269,Y,N,N,Y,N,N,N,N,N,N,C,228,0,0,1,0,0
4202008,J.D. Leftwich High School,92.49,99.42,95.4,91.92,93.73,89.14,97.68,92.49,82.98,RV,RV,80.49,84.85,RV,RV,82.35,1.95,,50.00,64.86,Y,256,Y,N,N,Y,N,N,N,N,N,N,C,234,0,0,1,0,0
4203011,Paris Elementary School,94.08,94.91,95.03,93.7,95.1,93.97,96.03,94.64,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,402,Y,N,N,Y,N,N,N,N,N,N,C,216,0,0,1,0,0
4203012,Paris High School,92.81,94.15,96.82,91.68,93.05,94.33,95.4,93.49,93.02,RV,RV,94.44,90.74,90.91,RV,91.53,1.4,,32.30,60.61,Y,357,Y,N,Y,Y,N,N,N,N,N,N,B,243,0,1,0,0,0
4203013,Paris Middle School,96.09,96.56,97.6,95.58,96.13,94.99,97.35,96.03,RV,RV,RV,RV,RV,RV,RV,RV,0.6,,,,Y,330,N,Y,N,Y,N,N,N,N,N,N,D,203,0,0,0,1,0
4204016,Scranton Elementary School,94.75,93.66,94.03,94.82,95.98,94.88,95.17,95.66,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,213,Y,N,N,Y,N,N,N,N,N,N,B,251,0,1,0,0,0
4204019,Scranton High School,95.26,92.52,0,95.38,94.97,94.7,93.66,94.82,96.97,RV,RV,96.67,92.86,RV,RV,93.33,1,,40.00,45.83,Y,200,Y,N,N,Y,N,N,N,N,N,N,B,253,0,1,0,0,0
4301027,Lonoke Elementary School,95.89,97.37,96.86,95.19,96.18,95.18,97.58,95.9,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,367,Y,N,N,Y,N,N,N,N,N,N,D,209,0,0,0,1,0
4301028,Lonoke Middle School,96.72,96.81,97.21,96.74,97.44,96.82,98.95,97.26,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,414,Y,N,N,Y,N,N,N,N,N,N,D,209,0,0,0,1,0
4301029,Lonoke High School,95.06,96.86,96.44,93.74,95.58,95.43,96.98,95.59,83.62,RV,83.33,82.68,78.31,81.25,RV,78.57,2.41,,37.30,60.84,Y,580,N,Y,N,Y,N,N,N,N,N,N,C,233,0,0,1,0,0
4301030,Lonoke Primary School,95.98,96.71,96.27,95.49,96.54,95.36,96.83,96.02,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,393,N,Y,N,Y,N,N,N,N,N,N,D,209,0,0,0,1,0
4302017,England Elementary School,90.92,92.84,92.62,89.7,91.67,90.77,93.25,91.28,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,393,N,Y,N,Y,N,N,N,N,N,N,C,234,0,0,1,0,0
4302018,England High School,91.12,91.63,93.3,89.45,91.95,90.18,89.12,91.49,78.57,RV,91.67,67.74,84.21,76.92,RV,82.05,4.18,,30.80,81.82,Y,359,N,N,Y,Y,N,N,N,N,N,N,C,214,0,0,1,0,0
4303012,Carlisle Elementary School,94.92,93.53,96.37,94.79,95.94,95.59,0,95.52,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,360,N,Y,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
4303013,Carlisle High School,91.68,95.82,94.11,90.83,92.9,90.87,0,92.34,79.31,RV,RV,76.92,71.43,RV,RV,73.33,3.07,,34.80,51.52,Y,326,Y,N,N,Y,N,N,N,N,N,N,C,216,0,0,1,0,0
4304001,Eastside Elementary School,93.61,94.6,96.68,93.07,93.51,92.48,100,93.2,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,430,Y,N,N,Y,N,N,N,N,N,N,C,236,0,0,1,0,0
4304002,Central Elementary School,92.99,92.37,92.17,93.24,93.5,92.26,0,92.92,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,343,Y,N,N,Y,N,N,N,N,N,N,C,223,0,0,1,0,0
4304004,Cabot Junior High South,95.81,96.01,96.02,95.23,96.4,95.47,97.21,96.15,RV,RV,RV,RV,RV,RV,RV,RV,0.25,,,,Y,799,Y,N,N,Y,N,N,N,N,N,N,C,219,0,0,1,0,0
4304005,Cabot High School,93.22,93.05,92.54,93.01,93.11,93.13,88.87,92.48,89.51,80.56,92.86,90.27,77.08,80.30,RV,79.56,2.25,,25.20,39.01,Y,2085,N,Y,N,Y,N,N,N,N,N,N,B,247,0,1,0,0,0
4304006,Westside Elementary School,93.65,94.53,91.06,93.13,93.16,93.62,95.6,93.65,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,397,N,Y,N,Y,N,N,N,N,N,N,C,225,0,0,1,0,0
4304007,Southside Elementary School,94.02,96.1,92.4,94.22,94.47,93.45,0,94.2,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,464,Y,N,N,N,N,N,N,N,Y,N,C,237,0,0,1,0,0
4304008,Northside Elementary School,93.76,95.99,94.49,93.75,94.47,93.31,97.21,93.77,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,362,Y,N,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
4304009,Ward Central Elementary,91.83,89.9,93.84,92.46,93.85,93.26,86.65,93.35,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,526,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
4304010,Cabot Middle School South,94.12,95.16,93.9,93.49,94.74,92.6,97.51,94.37,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,740,Y,N,N,Y,N,N,N,N,N,N,B,252,0,1,0,0,0
4304011,Cabot Junior High North,93.28,94.23,95.91,92.08,93.8,93.44,93.81,93.6,RV,RV,RV,RV,RV,RV,RV,RV,0.45,,,,Y,888,Y,N,N,Y,N,N,N,N,N,N,C,231,0,0,1,0,0
4304012,Cabot Middle School North,93.04,94.41,94.08,92.44,92.66,92.21,96.71,92.53,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,871,Y,N,N,Y,N,N,N,N,N,N,C,233,0,0,1,0,0
4304013,Magness Creek Elementary,93.79,94.49,92.33,93.92,94.1,93.36,0,93.43,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,356,Y,N,N,Y,N,N,N,N,N,N,C,228,0,0,1,0,0
4304014,Stagecoach Elementary School,94.47,96.86,91.71,94.07,94.1,94.59,99.4,94.09,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,466,Y,N,N,Y,N,N,N,N,N,N,B,260,0,1,0,0,0
4304015,Mountain Springs Elem School,94.02,94.06,94.92,93.66,94.28,92.57,0,93.68,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,401,Y,N,N,Y,N,N,N,N,N,N,C,228,0,0,1,0,0
4304016,Cabot Learning(Iale) Academy,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
4304017,Cabot Freshman Academy,95.36,96.71,96.12,94.69,95.63,93.95,96.57,95.16,RV,RV,RV,RV,RV,RV,RV,RV,0.64,,,,Y,782,Y,N,N,N,N,N,N,N,Y,N,B,244,0,1,0,0,0
4304703,Academic Center For Excellence,85.72,89.58,82.6,85.28,86.53,88.78,87.65,87.78,58.33,RV,RV,58.06,47.92,57.14,RV,52.63,22.48,,0.00,25.00,Y,218,Y,N,N,N,N,N,Y,N,N,N,,,,,,,
4401001,Watson Primary School,95.71,97.22,96.48,95.46,95.81,94.67,96.44,95.76,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,451,N,Y,N,Y,N,N,N,N,N,N,D,208,0,0,0,1,0
