LEA,LEADescription,OverallAttendanceRate,HispanicAttendanceRate,AfricanAmericanAttendanceRate,CaucasianAttendanceRate,EconDisadAttendanceRate,SPEDAttendanceRate,LEPAttendanceRate,TAGGAttendanceRate,OverallGraduationRate,HispanicGraduationRate,AfricanAmericanGraduationRate,CaucasianGraduationRate,EconDisadGraduationRate,SPEDGraduationRate,LEPGraduationRate,TAGGGraduationRate,DropoutRate,GradeInflationRateEOC,GradeInflationRateACT,CollegeRemediationRate,DistrictProvidesTextbooks,Oct1Enrollment,Accredited,AccreditedCited,AccreditedProbationary,NeedsImprovement,NeedsImprovementPriority,NeedsImprovementPriorityMetYear1ExitCriteria,NeedsImprovementFocus,NeedsImprovementFocusMetYear1ExitCriteria,Achieving,Exemplary,Rating,OverallPoints,A_Rating_Count,B_Rating_Count,C_Rating_Count,D_Rating_Count,F_Rating_Count
6003099,Warren Dupree Elem. School,93.14,91.16,93.95,93.44,94.21,95.49,91.32,94.02,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,408,Y,N,N,Y,N,N,N,N,N,N,D,180,0,0,0,1,0
6003102,Harris Elementary School,92.4,94.56,92.36,91.5,92.73,92.34,94.38,92.86,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,203,Y,N,N,N,Y,N,N,N,N,N,F,163,0,0,0,0,1
6003104,Landmark Elementary School,94.82,96.6,94.63,94.46,95.43,96.89,96.13,95.6,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,261,Y,N,N,Y,N,N,N,N,N,N,C,219,0,0,1,0,0
6003105,Lawson Elementary School,94.22,96.44,92.07,94.4,94.83,94.65,96.75,95.03,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,233,Y,N,N,Y,N,N,N,N,N,N,C,219,0,0,1,0,0
6003106,Tolleson Elementary School,94.24,93.45,95.96,93.09,95.12,95.3,94.44,95.13,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,320,Y,N,N,Y,N,N,N,N,N,N,C,225,0,0,1,0,0
6003108,Oak Grove Elementary School,93.49,93.64,92.9,94.14,93.78,93.92,96.38,93.94,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,241,Y,N,N,Y,N,N,N,N,N,N,D,206,0,0,0,1,0
6003110,Joe T. Robinson Elem. School,94.45,96.91,96.36,93.29,95.12,95.55,97.27,95.58,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,163,Y,N,N,Y,N,N,N,N,N,N,C,228,0,0,1,0,0
6003111,Scott Elementary School,94.22,93.48,95.37,93.22,94.12,94.54,89.37,94.1,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,125,Y,N,N,Y,N,N,N,N,N,N,D,195,0,0,0,1,0
6003112,Sherwood Elementary School,94.73,95.08,95.69,93.87,94.58,94.96,95.77,94.7,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,336,Y,N,N,Y,N,N,N,N,N,N,C,230,0,0,1,0,0
6003113,Sylvan Hills Elementary School,94.4,92.33,94.08,95.04,95.09,94.59,96.06,95.04,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,440,Y,N,N,Y,N,N,N,N,N,N,D,203,0,0,0,1,0
6003119,Jacksonville Middle School,94.05,95.07,94.92,92.51,94.19,93.63,95.12,94.23,RV,RV,RV,RV,RV,RV,RV,RV,1.06,,,,Y,613,Y,N,N,N,Y,N,N,N,N,N,D,190,0,0,0,1,0
6003120,Fuller Middle School,91.87,92.86,93.35,89.92,92.34,94.06,93.22,92.84,RV,RV,RV,RV,RV,RV,RV,RV,1.69,,,,Y,449,Y,N,N,N,N,N,Y,N,N,N,D,194,0,0,0,1,0
6003122,Sylvan Hills Middle School,88.95,91.33,89.28,87.8,89.84,86.63,90.71,88.72,RV,RV,RV,RV,RV,RV,RV,RV,0.54,,,,Y,836,Y,N,N,Y,N,N,N,N,N,N,D,204,0,0,0,1,0
6003123,Jacksonville High School,90.28,89.98,91.85,88.17,91.56,91.26,87.05,91,70.08,71.43,68.24,69.05,66.22,73.53,RV,69.09,6.72,,50.00,77.31,Y,803,Y,N,N,N,Y,N,N,N,N,N,D,197,0,0,0,1,0
6003125,Wilbur D. Mills High School,92.74,90.88,94.41,91.46,94.43,94.33,93.42,94.23,70.42,47.06,76.30,64.41,65.93,91.67,RV,66.33,3.25,,41.30,55.77,Y,676,Y,N,N,N,Y,N,N,N,N,N,D,197,0,0,0,1,0
6003127,Joe T. Robinson High School,92,93.26,91.71,92.07,92.96,91.77,92.76,92.64,76.26,RV,77.61,75.44,70.97,73.91,RV,74.03,2.76,,45.80,70.77,Y,513,Y,N,N,Y,N,N,N,N,N,N,D,206,0,0,0,1,0
6003128,Sylvan Hills High School,92.56,92.88,92.66,91.9,91.92,93.38,90.6,92.43,67.07,50.00,62.39,73.58,51.11,57.14,RV,54.37,4.72,,15.20,56.67,Y,975,Y,N,N,Y,N,N,N,N,N,N,D,206,0,0,0,1,0
6003129,Cato Elementary School,92.84,94.87,93.8,92.22,93.42,91.56,98.4,93.08,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,346,Y,N,N,Y,N,N,N,N,N,N,C,218,0,0,1,0,0
6003130,Pinewood Elementary School,93.79,94.36,94.2,93.27,94.1,94.01,95.87,94.07,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,454,Y,N,N,Y,N,N,N,N,N,N,F,179,0,0,0,0,1
6003135,College Station Elem. School,93.36,92.98,93.12,93.84,93.26,92.19,95.53,93.39,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,212,Y,N,N,N,N,N,N,N,Y,N,C,234,0,0,1,0,0
6003136,North Pulaski High School,90.45,84.67,92.67,89.02,91.66,93.33,84.29,90.99,68.92,71.43,66.67,67.92,44.78,69.23,RV,53.57,3.45,,41.90,69.72,Y,668,Y,N,N,Y,N,N,N,N,N,N,D,205,0,0,0,1,0
6003137,Arnold Drive Elementary School,96.09,96.41,96.67,95.63,96.68,96.24,96.94,96.74,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,242,Y,N,N,Y,N,N,N,N,N,N,C,236,0,0,1,0,0
6003139,Oakbrooke Elementary School,95.25,95.82,95.82,94.64,94.87,94.36,96.69,94.97,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,549,Y,N,N,Y,N,N,N,N,N,N,D,209,0,0,0,1,0
6003140,Northwood Middle School,94.34,95.09,94.03,94.19,95.73,92.89,95.4,94.65,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,372,Y,N,N,Y,N,N,N,N,N,N,C,213,0,0,1,0,0
6003141,Murrell Taylor Elem. School,94.28,94.27,95.29,93.57,94.66,94.65,94.95,94.51,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,437,Y,N,N,N,N,N,Y,Y,N,N,D,206,0,0,0,1,0
6003142,Pine Forest Elementary School,95.91,96.39,95.58,95.45,96.64,95.81,97.33,96.42,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,524,Y,N,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
6003143,Joe T. Robinson Middle School,95.49,95.63,94.43,96.25,97.58,93.83,95.8,95.9,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,458,Y,N,N,Y,N,N,N,N,N,N,C,210,0,0,1,0,0
6003146,Bates Elementary School,91.11,94.55,92.36,87.54,91.04,88.59,95.31,90.96,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,457,N,Y,N,N,N,N,Y,N,N,N,D,194,0,0,0,1,0
6003149,Maumelle Middle School,94.18,92.62,95.55,93.05,93.49,94.46,93.98,93.87,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,769,Y,N,N,N,N,N,Y,Y,N,N,D,203,0,0,0,1,0
6003150,Chenal Elementary School,96.34,95.3,95.86,96.61,96.22,95.3,95.92,95.76,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,525,Y,N,N,Y,N,N,N,N,N,N,B,245,0,1,0,0,0
6003151,Maumelle High School,91.97,91.13,92.5,91.1,92.81,90.67,94,92.18,78.00,60.00,76.51,80.65,75.93,80.95,RV,77.50,2.93,,31.20,62.14,Y,1059,Y,N,N,Y,N,N,N,N,N,N,C,224,0,0,1,0,0
6040702,Academics Plus                ,97.4,96.63,97.37,97.45,96.99,97.39,95.83,97.18,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,441,Y,N,N,N,N,N,N,N,Y,N,C,239,0,0,1,0,0
6040703,Academics Plus  High              ,95.88,95.49,95.74,95.93,96.27,97.07,92.72,96.5,96.77,RV,RV,95.24,RV,RV,RV,RV,1.68,,22.20,48.28,Y,308,Y,N,N,Y,N,N,N,N,N,N,B,240,0,1,0,0,0
6041701,Lisa Academy North Elementary Charter School,96.68,96.25,97.11,96.02,97.07,96.45,97.68,96.92,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,361,,,,Y,N,N,N,N,N,N,C,233,0,0,1,0,0
6041702,Lisa Academy                  ,96.85,97.53,96.27,95.87,96.71,96.35,98.62,96.76,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,411,Y,N,N,Y,N,N,N,N,N,N,C,215,0,0,1,0,0
6041703,Lisa Academy High             ,98.78,98.3,98.75,99.15,98.94,99.27,99.4,99.03,100.00,RV,100.00,100.00,100.00,RV,RV,100.00,0,,50.00,62.50,Y,386,Y,N,N,Y,N,N,N,N,N,N,B,260,0,1,0,0,0
6041705,Lisa Academy North Middle Charter School,97.03,96.66,96.9,96.93,97.81,96.75,98.6,97.72,RV,RV,RV,RV,RV,RV,RV,RV,1.43,,,,Y,222,,,,Y,N,N,N,N,N,N,C,236,0,0,1,0,0
6041706,Lisa Academy North High Charter School,96.23,98.26,95.26,96.61,95.86,95.15,0,95.94,100.00,RV,RV,100.00,RV,RV,RV,RV,0.93,,,,Y,108,,,,Y,N,N,N,N,N,N,B,263,0,1,0,0,0
6042700,Dreamland Academy,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6043701,Ark Virtual Academy Elementary,99.89,99.65,99.91,99.9,99.94,100,0,99.95,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,796,Y,N,N,Y,N,N,N,N,N,N,D,209,0,0,0,1,0
6043702,Ark Virtual Academy Middle Sch,97.3,95.24,98.06,97.11,97.92,98.41,0,97.99,RV,RV,RV,RV,RV,RV,RV,RV,0.73,,,,Y,594,Y,N,N,Y,N,N,N,N,N,N,C,222,0,0,1,0,0
6043703,Arkansas Virtual Academy High School,97.3,94.73,95.23,97.92,97.26,97.97,0,97.13,RV,RV,RV,RV,RV,RV,RV,RV,1.56,,,,Y,257,Y,N,N,N,N,N,N,N,Y,N,C,232,0,0,1,0,0
6044702,Covenant Keepers Charter      ,95.55,98.2,93.73,100,94.25,95.4,97.73,95.17,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,157,Y,N,N,N,Y,N,N,N,N,N,D,182,0,0,0,1,0
6044703,Covenant Keepers High         ,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6045701,Estem Elementary Charter      ,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6046702,Estem Middle School           ,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6047701,Estem Elementary School,96.53,96.33,96.55,96.72,96.32,96.94,97.63,96.61,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,480,Y,N,N,Y,N,N,N,N,N,N,C,233,0,0,1,0,0
6047702,Estem Middle School,94.03,94.34,94.44,93.02,93.25,93.62,95.35,93.67,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,476,Y,N,N,Y,N,N,N,N,N,N,C,212,0,0,1,0,0
6047703,Estem High Charter            ,91.81,91.83,91.9,91.11,91.65,89.97,91.94,91.13,98.44,RV,100.00,94.59,97.73,RV,RV,97.92,0.79,,51.90,59.82,Y,506,Y,N,N,N,N,N,N,N,Y,N,B,254,0,1,0,0,0
6048701,Lisa Academy North Elem       ,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,Y,N,N,,,,,,,,,,,,,,
6048702,Lisa Academy North Middle     ,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,Y,N,N,,,,,,,,,,,,,,
6048703,Lisa Academy-Nlr High School  ,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,Y,N,N,,,,,,,,,,,,,,
6049701,Little Prep Academy Elementary,95.47,95.67,95.31,0,96.39,95.67,95.02,95.99,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,251,Y,N,N,Y,N,N,N,N,N,N,F,156,0,0,0,0,1
6049702,Little Rock Prep Academy      ,95.73,93.59,95.94,98.08,96.27,98.19,0,96.24,RV,RV,RV,RV,RV,RV,RV,RV,6.78,,,,Y,147,Y,N,N,N,Y,Y,N,N,N,N,D,208,0,0,0,1,0
6050701,Jacksonville Lighthouse Charte,97.88,98.2,98.33,97.24,97.57,98.22,98.23,97.83,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,280,Y,N,N,Y,N,N,N,N,N,N,C,222,0,0,1,0,0
6050702,Jacksonville Lighthouse Middle,98.76,99.08,98.62,98.86,98.99,97.07,99.31,98.65,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,210,Y,N,N,Y,N,N,N,N,N,N,C,236,0,0,1,0,0
6050703,College Prep Academy          ,99.61,99.67,99.72,99.43,99.57,99.74,99.73,99.6,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,228,Y,N,N,N,N,N,N,N,Y,N,C,235,0,0,1,0,0
6050705,Flightline Upper Academy      ,98.87,99.08,99.1,98.38,98.68,97.1,100,98.62,RV,RV,RV,RV,RV,RV,RV,RV,1.98,,,,Y,195,Y,N,N,N,N,N,N,N,Y,N,B,252,0,1,0,0,0
6051700,Lr Urban Collegiate Public Charter,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6052703,Siatech High Charter          ,72.05,77.14,67.92,79.91,66.2,66.49,0,66.08,16.20,RV,16.36,20.83,19.48,RV,RV,18.99,89.47,,,100.00,Y,152,Y,N,N,N,Y,N,N,N,N,N,,,,,,,
6053703,Premier High School OF Little Rock,75.82,77.87,72.85,87.46,80.2,86.79,0,81.36,35.71,RV,33.33,RV,33.33,RV,RV,33.33,64.62,,,66.67,Y,130,Y,N,N,Y,N,N,N,N,N,N,D,190,0,0,0,1,0
6054703,Quest Middle School OF Little Rock,94.85,95.91,94.05,94.61,94.83,95.71,0,95.27,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,166,Y,N,N,N,N,N,N,N,Y,N,C,228,0,0,1,0,0
6055702,Exalt Academy OF Southwest Little Rock,99.64,99.7,99.63,99.35,99.55,99.41,99.53,99.59,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,112,Y,N,N,,,,,,,,,,,,,,
6091001,Ark. School For The Blind Elem,94.48,97.08,92.5,95.2,94.08,94.48,0,94.48,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,37,Y,N,N,Y,N,N,N,N,N,N,,,,,,,
6091002,Ark. School For The Blind H.S.,91.81,97.63,93.64,89.5,90.52,92.28,0,92.28,RV,RV,RV,RV,RV,RV,RV,RV,0,,,85.7,Y,39,Y,N,N,Y,N,N,N,N,N,N,,,,,,,
6092001,Ark. School For The Deaf Elem.,96.32,97.13,97.39,95.64,95.38,96.42,97.41,96.27,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,86,N,Y,N,Y,N,N,N,N,N,N,,,,,,,
6092002,Ark. School For The Deaf H.S.,96.13,97.6,97.46,94.72,95.95,95.95,0,95.95,RV,RV,RV,RV,RV,RV,RV,RV,0,,100.00,100.00,Y,38,N,Y,N,Y,N,N,N,N,N,N,,,,,,,
6094001,Arkansas Consolidated High School-Alexander,99.99,100,99.99,100,99.99,100,0,99.99,10.00,RV,6.25,14.29,5.26,RV,RV,10.00,2.15,,,,Y,93,Y,N,N,,,,,,,,,,,,,,
6094002,Arkansas Consolidated High School-Dermott ,100,100,100,100,100,100,0,100,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,46,Y,N,N,,,,,,,,,,,,,,
6094004,Arkansas Consolidated High School-Lewisville ,99.93,100,99.99,99.76,99.89,100,0,99.9,RV,RV,RV,RV,RV,RV,RV,RV,3.45,,,,Y,29,Y,N,N,,,,,,,,,,,,,,
6094005,Arkansas Consolidated High School-Mansfield,100,100,100,100,100,100,0,100,RV,RV,RV,RV,RV,RV,RV,RV,2.33,,,,Y,43,Y,N,N,,,,,,,,,,,,,,
6094006,Arkansas Consolidated High School-Harrisburg,100,100,100,100,100,100,0,100,RV,RV,RV,RV,RV,RV,RV,RV,3.03,,,,Y,33,Y,N,N,,,,,,,,,,,,,,
6094007,Arkansas Consolidated High School-Colt,100,100,100,100,100,100,0,100,RV,RV,RV,RV,RV,RV,RV,RV,3.57,,,,Y,28,Y,N,N,,,,,,,,,,,,,,
6102005,Maynard Elementary School,95.1,95.77,0,95.07,95.21,95.01,0,95.1,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,235,Y,N,N,Y,N,N,N,N,N,N,D,190,0,0,0,1,0
6102006,Maynard High School,95.28,94.61,100,95.17,95.36,95.41,0,95.36,91.67,RV,RV,94.12,94.12,RV,RV,94.12,1.9,,42.90,66.67,Y,210,Y,N,N,N,N,N,Y,Y,N,N,B,242,0,1,0,0,0
6103009,Alma Spikes Elementary School,97.13,96.58,95.51,97.18,97.28,97.36,0,97.32,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,452,Y,N,N,Y,N,N,N,N,N,N,C,215,0,0,1,0,0
6103010,Pocahontas High School,96.55,93.13,89.89,96.8,95.56,94.54,0,95.23,85.19,RV,RV,87.20,73.13,RV,RV,74.65,2.82,,38.50,54.62,Y,425,Y,N,N,Y,N,N,N,N,N,N,B,252,0,1,0,0,0
6103011,Pocahontas Upper Elem. School,97.15,97.32,91.37,97.25,96.9,96.96,0,97.09,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,552,Y,N,N,Y,N,N,N,N,N,N,C,215,0,0,1,0,0
6103012,Pocahontas Junior High School,97.28,96.39,97.54,97.44,97.03,97.37,0,97.15,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,454,N,Y,N,Y,N,N,N,N,N,N,B,242,0,1,0,0,0
6201003,Central Elementary School,94.19,91.31,94.96,93.32,94.74,95.26,93.81,94.63,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,692,Y,Y,N,N,N,N,Y,N,N,N,D,202,0,0,0,1,0
6201010,Forrest City Jr. High,93.15,95.85,93.66,91.08,93.21,93.91,90.49,93.48,RV,RV,RV,RV,RV,RV,RV,RV,3.59,,,,Y,418,Y,N,N,N,Y,N,N,N,N,N,D,201,0,0,0,1,0
6201011,Forrest City High School,88.14,88.82,88.28,87.45,90.7,87.34,92.42,89.33,77.82,RV,80.31,67.44,80.36,82.14,RV,80.00,5.36,,60.40,79.51,Y,820,Y,N,N,N,Y,N,N,N,N,N,D,200,0,0,0,1,0
6201014,Stewart Elementary School,97.16,95.06,97.47,96.33,96.69,95.6,98.76,96.84,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,364,Y,N,N,N,N,N,Y,N,N,N,D,202,0,0,0,1,0
6201702,Lincoln Academy OF Excellence,95.2,93.52,95.18,95.38,95.27,95.19,93.9,95.24,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,374,Y,N,N,N,Y,N,N,N,N,N,D,192,0,0,0,1,0
6202022,Mildred Jackson Elem. School,100,100,100,100,100,100,0,100,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,172,Y,N,N,N,Y,N,N,N,N,N,D,208,0,0,0,1,0
6202024,Hughes High School,96.65,98.88,96.91,95.49,96.71,95.97,0,96.79,72.22,RV,79.31,RV,86.21,RV,RV,86.21,0,,83.30,84.62,Y,146,Y,N,N,N,Y,N,N,N,N,N,C,211,0,0,1,0,0
6205027,Palestine-Wheatley Elem. Sch.,93.29,90.34,94.72,93.08,93.88,93.1,0,93.75,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,381,Y,N,N,Y,N,N,N,N,N,N,C,212,0,0,1,0,0
6205028,Palestine-Wheatley Senior High,94.31,96.71,95.64,93.65,94.78,93.71,0,94.5,87.27,RV,RV,86.67,88.89,RV,RV,88.89,2.33,,44.40,64.71,Y,386,Y,N,N,N,N,N,Y,N,N,N,C,210,0,0,1,0,0
6205031,Palestine-Wheatley Middle Sch.,,,,,,,,,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,,,,,,,,,,,,,,,,,,
6301001,Pine Haven Elementary School,93.52,93.47,94.63,93.44,93.11,92.63,96.73,93.52,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,546,Y,N,N,Y,N,N,N,N,N,N,C,220,0,0,1,0,0
6301002,Bauxite High School,95.15,96.24,96.88,94.89,94.97,95.51,96.35,95.03,95.69,RV,RV,95.24,90.70,92.31,RV,91.30,0.41,,38.80,55.95,Y,487,Y,N,N,Y,N,N,N,N,N,N,B,245,0,1,0,0,0
6301003,Bauxite Middle School,95.38,96.89,96.24,95.16,95.1,94.83,96.02,95.29,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,510,Y,N,N,Y,N,N,N,N,N,N,C,221,0,0,1,0,0
6301703,Miner Academy,90.48,76.85,93.03,90.88,92.18,93.77,0,92.34,89.47,RV,RV,89.47,RV,RV,RV,RV,5.77,,,,Y,52,Y,N,N,Y,N,N,N,N,N,N,D,207,0,0,0,1,0
6302006,Caldwell Elementary School,96.11,96.47,95.04,96.08,95.69,95.8,96.38,95.88,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,558,Y,N,N,Y,N,N,N,N,N,N,B,249,0,1,0,0,0
6302007,Angie Grant Elementary School,94.38,95.29,92.37,94.61,94.62,94.01,96.43,94.67,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,587,Y,N,N,Y,N,N,N,N,N,N,C,226,0,0,1,0,0
6302008,Perrin Elementary School,94.72,94.38,95.76,94.58,94.59,94.69,94.7,94.59,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,631,Y,N,N,Y,N,N,N,N,N,N,B,251,0,1,0,0,0
6302009,Ringgold Elementary School,95.55,96.3,96.17,95.27,95.93,94.1,97.18,95.41,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,551,Y,N,N,Y,N,N,N,N,N,N,C,238,0,0,1,0,0
6302010,Benton Junior High School,95.96,96.55,95.64,95.72,95.76,96.56,97.63,96.19,RV,RV,RV,RV,RV,RV,RV,RV,0.49,,,,Y,817,Y,N,N,Y,N,N,N,N,N,N,C,230,0,0,1,0,0
6302011,Benton Middle School,95.85,97.48,94.49,96.16,96.7,95.76,97.75,96.5,RV,RV,RV,RV,RV,RV,RV,RV,1.08,,,,Y,757,Y,N,N,Y,N,N,N,N,N,N,B,245,0,1,0,0,0
6302012,Benton High School,93.73,93.86,94.33,93.24,93.49,94.15,92,93.2,93.56,78.26,96.88,94.16,87.04,96.00,RV,88.62,1.46,,22.60,30.65,Y,1099,Y,N,N,Y,N,N,N,N,N,N,A,272,1,0,0,0,0
6303018,Hill Farm Elementary School,97.37,98.45,97.88,96.6,97.23,97.2,98.48,97.19,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,605,N,Y,N,Y,N,N,N,N,N,N,B,243,0,1,0,0,0
6303020,Bryant Elementary School,97.68,97.97,97.85,97.45,97.87,97.47,98.37,97.67,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,747,Y,N,N,Y,N,N,N,N,N,N,C,224,0,0,1,0,0
6303022,Bryant High School,96.86,96.69,97.27,96.6,97.16,96.87,96.49,96.98,89.92,82.98,88.37,90.67,80.63,86.79,88.24,81.35,2.32,,22.70,45.77,Y,2714,N,Y,N,Y,N,N,N,N,N,N,C,239,0,0,1,0,0
6303023,Salem Elementary School,98.05,98.78,93.21,98.49,98.6,98.75,99.09,98.57,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,621,N,Y,N,Y,N,N,N,N,N,N,B,254,0,1,0,0,0
6303024,Robert L. Davis Elem. School,96.86,98.05,96.53,96.55,96.68,96.41,97.86,96.74,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,519,Y,N,N,Y,N,N,N,N,N,N,B,240,0,1,0,0,0
6303025,Springhill Elementary School,98.38,98.33,98.68,98.3,98.55,98.25,98.31,98.45,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,621,Y,N,N,Y,N,N,N,N,N,N,B,245,0,1,0,0,0
6303026,Bryant Middle School,97.07,97.08,98.12,96.36,97.67,97.32,97.93,97.63,RV,RV,RV,RV,RV,RV,RV,RV,0.26,,,,Y,1084,Y,N,N,Y,N,N,N,N,N,N,C,231,0,0,1,0,0
6303027,Collegeville Elementary School,97.7,98.11,97.6,97.32,98.23,97.16,98.88,97.91,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,573,Y,N,N,Y,N,N,N,N,N,N,B,246,0,1,0,0,0
6303028,Bethel Middle School,97.41,97.97,97.52,96.99,97.48,97.2,97.63,97.33,RV,RV,RV,RV,RV,RV,RV,RV,0,,,,Y,920,Y,N,N,Y,N,N,N,N,N,N,C,237,0,0,1,0,0
6303029,Hurricane Creek Elementary,97.74,96.31,98.12,97.76,97.97,97.84,95.82,97.67,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,545,,,,Y,N,N,N,N,N,N,B,250,0,1,0,0,0
6303036,Paron Elementary School,98.16,0,100,98.13,97.87,98.11,0,97.96,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,68,Y,N,N,Y,N,N,N,N,N,N,B,245,0,1,0,0,0
6304029,Westbrook Elementary School,94.5,96.11,91.16,94.58,94.87,94.34,0,94.92,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,444,Y,N,N,Y,N,N,N,N,N,N,D,208,0,0,0,1,0
6304030,Harmony Grove High School,93.48,92.19,0,93.54,93.7,91.38,61.34,93.13,89.13,RV,RV,89.41,70.00,RV,RV,73.91,1.91,,35.40,46.38,Y,366,Y,N,N,Y,N,N,N,N,N,N,B,253,0,1,0,0,0
6304031,Harmony Grove Middle School,96.92,97.85,99.22,96.97,97,95.54,0,96.63,RV,RV,RV,RV,RV,RV,RV,RV,0.57,,,,Y,343,N,Y,N,Y,N,N,N,N,N,N,C,232,0,0,1,0,0
6401001,Waldron Elementary School,93.44,93.76,94.54,92.77,93.62,93.16,94.66,93.7,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,588,N,Y,N,Y,N,N,N,N,N,N,D,204,0,0,0,1,0
6401003,Waldron High School,87.32,88.95,81.73,85.91,89.54,89.21,88.41,88.22,84.55,71.43,RV,86.17,86.25,RV,RV,85.19,4.42,,30.20,50.00,Y,453,Y,N,N,Y,N,N,N,N,N,N,C,233,0,0,1,0,0
6401004,Waldron Middle School,94.19,95.1,94.23,93.49,95.26,93.94,95.73,94.83,RV,RV,RV,RV,RV,RV,RV,RV,0.4,,,,Y,480,Y,N,N,Y,N,N,N,N,N,N,C,216,0,0,1,0,0
6502001,Leslie Intermediate School,94.78,95.32,93.93,94.81,95.52,95.11,95.38,95.17,RV,RV,RV,RV,RV,RV,RV,RV,,,,,Y,158,Y,N,N,Y,N,N,N,N,N,N,C,235,0,0,1,0,0
